"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","pay.millions","assets_under_management.millions","salary.millions","url.bio.forbes","url.image"
"463",2014,"Billionaires","Thomas Struengmann","Struengmann",0,67,"pharmaceuticals","Healthcare","M","Germany",2018-02-13 23:10:01,3707.341,606,607,NA,NA,NA,NA,463,446,3500,FALSE,NA,NA,NA,"http://www.forbes.com/profile/thomas-struengmann","http://i.forbesimg.com/media/lists/people/thomas-struengmann_200x200.jpg"
"464",2014,"Billionaires","Keiichiro Takahara","Takahara",-34.585,86,"diapers","Manufacturing","M","Japan",2018-02-13 23:10:01,4939.568,413,413,"//specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844",NA,NA,NA,464,446,3500,FALSE,NA,NA,NA,"http://www.forbes.com/profile/keiichiro-takahara","http://i.forbesimg.com/media/lists/people/keiichiro-takahara_200x200.jpg"
"465",2014,"Billionaires","Evan Williams","Williams",80.539,45,"Twitter","Technology","M","United States",2018-02-13 23:10:01,1941.134,1249,1249,NA,"CA","California","Cofounder and Director, Twitter",465,446,3500,FALSE,NA,NA,NA,"http://www.forbes.com/profile/evan-williams","http://i.forbesimg.com/media/lists/people/evan-williams_200x200.jpg"
"466",2014,"Billionaires","Chung Eui-Sun","Chung",-27.97,47,"Hyundai","Logistics","M","South Korea",2018-02-13 23:10:01,2607.579,918,918,"//specials-images.forbesimg.com/imageserve/58f8dca9a7ea437ada266772/416x416.jpg?background=000000&cropX1=159&cropX2=529&cropY1=132&cropY2=503",NA,NA,"Hyundai Motor",466,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chung-eui-sun","http://i.forbesimg.com/media/lists/people/chung-eui-sun_200x200.jpg"
"467",2014,"Billionaires","Jim Davis","Davis",0,74,"New Balance","Manufacturing","M","United States",2018-02-13 23:10:01,5257.874,377,377,"//specials-images.forbesimg.com/imageserve/57e05f5f4bbe6f6781c525cd/416x416.jpg?background=000000&cropX1=69&cropX2=663&cropY1=87&cropY2=682","MA","Massachusetts","Chairman, New Balance",467,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/jim-davis","http://i.forbesimg.com/media/lists/people/jim-davis_200x200.jpg"
"468",2014,"Billionaires","Rafael Del Pino y Calvo-Sotelo","Del Pino y Calvo-Sotelo",-35.302,59,"construction","Construction & Engineering","M","Spain",2018-02-13 23:10:01,3371.811,685,685,"//specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366",NA,NA,NA,468,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/rafael-del-pino-y-calvo-sotelo","http://i.forbesimg.com/media/lists/people/rafael-del-pino-y-calvo-sotelo_200x200.jpg"
"469",2014,"Billionaires","John Doerr","Doerr",78.394,66,"venture capital","Technology","M","United States",2018-02-13 23:10:01,7301.252,225,225,"//specials-images.forbesimg.com/imageserve/59d598c6a7ea436b47b3752d/416x416.jpg?background=000000&cropX1=692&cropX2=2272&cropY1=1315&cropY2=2896","CA","California","Partner, Kleiner Perkins Caufield &#38; Byers",469,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/john-doerr","http://i.forbesimg.com/media/lists/people/john-doerr_200x200.jpg"
"470",2014,"Billionaires","John Gandel","Gandel",15.813,83,"shopping malls","Real Estate","M","Australia",2018-02-13 23:10:01,4143.817,528,528,"//specials-images.forbesimg.com/imageserve/56a027e2e4b0ed854f52939a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=58&cropY2=799",NA,NA,NA,470,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/john-gandel","http://i.forbesimg.com/media/lists/people/john-gandel_200x200.jpg"
"471",2014,"Billionaires","Andrei Guriev","Guriev",43.279,57,"fertilizers","Manufacturing","M","Russia",2018-02-13 23:10:01,4497.736,476,476,NA,NA,NA,NA,471,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/andrei-guriev","http://i.forbesimg.com/media/lists/people/andrei-guriev_200x200.jpg"
"472",2014,"Billionaires","Tamara Gustavson","Gustavson",28.049,56,"self storage","Service","F","United States",2018-02-13 23:10:01,4448.134,480,480,NA,"CA","California",NA,472,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/tamara-gustavson","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"473",2014,"Billionaires","Chang-Woo Han","Han",0,86,"gaming","Gambling & Casinos","M","Japan",2018-02-13 23:10:01,2485.652,976,976,"//specials-images.forbesimg.com/imageserve/78fb1fa189e0d8396577f225bb3d720e/416x416.jpg?background=000000&cropX1=29&cropX2=713&cropY1=60&cropY2=745",NA,NA,NA,473,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chang-woo-han","http://i.forbesimg.com/media/lists/people/chang-woo-han_200x200.jpg"
"474",2014,"Billionaires","Daniela Herz","Herz",-4.256,64,"coffee","Finance and Investments","F","Germany",2018-02-13 23:10:01,3932.645,567,567,NA,NA,NA,NA,474,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniela-herz","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"475",2014,"Billionaires","Lin Yu-lin","Lin",0,82,"real estate","Real Estate","M","Taiwan",2018-02-13 23:10:01,5798.583,319,319,"//specials-images.forbesimg.com/imageserve/594bfd4a4bbe6f18d786e5aa/416x416.jpg?background=000000&cropX1=289&cropX2=1912&cropY1=4&cropY2=1625",NA,NA,NA,475,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/lin-yu-ling","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"476",2014,"Billionaires","Fredrik Lundberg","Lundberg",-53.876,66,"real estate, investments","Real Estate","M","Sweden",2018-02-13 23:10:01,4741.735,445,445,"//specials-images.forbesimg.com/imageserve/58a286d3a7ea431f32197639/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=89&cropY2=740",NA,NA,NA,476,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/fredrik-lundberg","http://i.forbesimg.com/media/lists/people/fredrik-lundberg_200x200.jpg"
"477",2014,"Billionaires","Wolfgang Marguerre","Marguerre",0,77,"pharmaceuticals","Healthcare","M","Germany",2018-02-13 23:10:01,6067.73,298,298,NA,NA,NA,NA,477,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/wolfgang-marguerre","http://i.forbesimg.com/media/lists/people/wolfgang-marguerre_200x200.jpg"
"478",2014,"Billionaires","Edward Roski, Jr.","Roski",0,79,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,5450.295,356,356,"//specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=153&cropY2=897","CA","California","President and Chairman, Majestic Realty, Co.",478,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/edward-roski-jr","http://i.forbesimg.com/media/lists/people/edward-roski-jr_200x200.jpg"
"479",2014,"Billionaires","Haim Saban","Saban",1.786,73,"television","Media","M","United States",2018-02-13 23:10:01,3243.395,723,723,"//specials-images.forbesimg.com/imageserve/59dbea8c4bbe6f37dda037ef/416x416.jpg?background=000000&cropX1=0&cropX2=3648&cropY1=154&cropY2=3800","CA","California",NA,479,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/haim-saban","http://i.forbesimg.com/media/lists/people/haim-saban_200x200.jpg"
"480",2014,"Billionaires","Steven Spielberg","Spielberg",0,71,"movies","Media","M","United States",2018-02-13 23:10:01,3630,627,627,"//specials-images.forbesimg.com/imageserve/59dbd78531358e542c038119/416x416.jpg?background=000000&cropX1=0&cropX2=1884&cropY1=123&cropY2=2007","CA","California",NA,480,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/steven-spielberg","http://i.forbesimg.com/media/lists/people/steven-spielberg_200x200.jpg"
"481",2014,"Billionaires","Ronda Stryker","Stryker",21.452,63,"medical equipment","Health care","F","United States",2018-02-13 23:10:01,5138.092,386,386,"//specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825","MI","Michigan",NA,481,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/ronda-stryker","http://i.forbesimg.com/media/lists/people/ronda-stryker_200x200.jpg"
"482",2014,"Billionaires","Sun Guangxin","Sun",21.163,55,"diversified","Diversified","M","China",2018-02-13 23:10:01,3397.2,679,679,"//specials-images.forbesimg.com/imageserve/589db0c14bbe6f0e55867045/416x416.jpg?background=000000&cropX1=92&cropX2=673&cropY1=55&cropY2=637",NA,NA,NA,482,466,3400,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sun-guangxin","http://i.forbesimg.com/media/lists/people/sun-guangxin_200x200.jpg"
"483",2014,"Billionaires","Marc Benioff","Benioff",-30.954,53,"business software","Technology","M","United States",2018-02-13 23:10:01,4951.463,410,410,"//specials-images.forbesimg.com/imageserve/59d7cc144bbe6f37dda01db7/416x416.jpg?background=000000&cropX1=749&cropX2=2926&cropY1=188&cropY2=2364","CA","California","Chairman and CEO, Salesforce.com",483,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/marc-benioff","http://i.forbesimg.com/media/lists/people/marc-benioff_200x200.jpg"
"484",2014,"Billionaires","Jean Pierre Cayard","Cayard",0,75,"Spirits","Food and Beverage","M","France",2018-02-13 23:10:01,4581.746,463,463,"//specials-images.forbesimg.com/imageserve/58c71f63a7ea431f321b0e85/416x416.jpg?background=000000&cropX1=101&cropX2=742&cropY1=73&cropY2=714",NA,NA,NA,484,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/jean-pierre-cayard","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"485",2014,"Billionaires","Francis Choi","Choi",5.586,70,"real estate","Real Estate","M","Hong Kong",2018-02-13 23:10:01,6413.482,278,278,"//specials-images.forbesimg.com/imageserve/ebc8dc5b0a75e3da4a36e5725ea61748/416x416.jpg?background=000000&cropX1=135&cropX2=631&cropY1=61&cropY2=557",NA,NA,NA,485,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/francis-choi","http://i.forbesimg.com/media/lists/people/francis-choi_200x200.jpg"
"486",2014,"Billionaires","David Consunji","Consunji",NA,96,"construction","Construction & Engineering","M","Philippines",2017-04-04 23:01:12,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a6f959731358e4955abf1c8/416x416.jpg?background=000000&cropX1=41&cropX2=221&cropY1=0&cropY2=180",NA,NA,NA,486,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-consunji","http://i.forbesimg.com/media/lists/people/david-consunji_200x200.jpg"
"487",2014,"Billionaires","Israel Englander","Englander",0,69,"hedge funds","Investments","M","United States",2018-02-13 23:10:01,5200,382,382,"//specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropX1=34&cropX2=619&cropY1=60&cropY2=645","NY","New York","Founder, Millennium Management, L.L.C.",487,483,3300,FALSE,380,NA,NA,"http://www.forbes.com/profile/israel-englander","http://i.forbesimg.com/media/lists/people/israel-englander_200x200.jpg"
"488",2014,"Billionaires","Aloysio de Andrade Faria","Faria",0,97,"banking","Finance and Investments","M","Brazil",2018-02-13 23:10:01,2468.25,985,985,"//specials-images.forbesimg.com/imageserve/58a655e331358e1a35ab8d1a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817",NA,NA,NA,488,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/aloysio-de-andrade-faria","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"489",2014,"Billionaires","Doris Fisher","Fisher",26.887,86,"Gap","Fashion and Retail","F","United States",2018-02-13 23:10:01,2839.435,840,840,"//specials-images.forbesimg.com/imageserve/8f509677141935bbb172e12367d1e853/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=106&cropY2=850","CA","California","Cofounder, Gap",489,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/doris-fisher","http://i.forbesimg.com/media/lists/people/doris-fisher_200x200.jpg"
"490",2014,"Billionaires","Phillip Frost","Frost",-18.721,81,"pharmaceuticals","Health care","M","United States",2018-02-13 23:10:01,2563.974,935,935,"//specials-images.forbesimg.com/imageserve/59dbe880a7ea436b47b39f42/416x416.jpg?background=000000&cropX1=944&cropX2=2068&cropY1=1729&cropY2=2854","FL","Florida",NA,490,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/phillip-frost","http://i.forbesimg.com/media/lists/people/phillip-frost_200x200.jpg"
"491",2014,"Billionaires","Fu Liquan","Fu",18.117,50,"electronics","Technology","M","China",2018-02-13 23:10:01,5100.805,389,389,"http://specials-images.forbesimg.com/imageserve/57fe35da4bbe6f19f2b5018c/416x416.jpg?background=000000&cropX1=261&cropX2=619&cropY1=44&cropY2=402",NA,NA,NA,491,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/fu-liquan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"492",2014,"Billionaires","Mikhail Gutseriev","Gutseriev",-18.25,59,"oil, real estate","Energy","M","Russia",2018-02-13 23:10:01,4846.049,425,425,"//specials-images.forbesimg.com/imageserve/58a267aca7ea431f3219744b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=164&cropY2=908",NA,NA,NA,492,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/mikhail-gutseriev","http://i.forbesimg.com/media/lists/people/mikhail-gutseriev_200x200.jpg"
"493",2014,"Billionaires","Otto Happel","Happel",0,70,"engineering","Construction & Engineering","M","Germany",2018-02-13 23:10:01,3170.82,747,747,"//specials-images.forbesimg.com/imageserve/58a1e24031358e1a35ab441e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=288&cropY2=1032",NA,NA,NA,493,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/otto-happel","http://i.forbesimg.com/media/lists/people/otto-happel_200x200.jpg"
"494",2014,"Billionaires","Antti Herlin","Herlin",-11.823,61,"elevators, escalators","Manufacturing","M","Finland",2018-02-13 23:10:01,4316.88,502,502,"//specials-images.forbesimg.com/imageserve/589f52264bbe6f0e55868bec/416x416.jpg?background=000000&cropX1=77&cropX2=560&cropY1=63&cropY2=546",NA,NA,NA,494,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/antti-herlin","http://i.forbesimg.com/media/lists/people/antti-herlin_200x200.jpg"
"495",2014,"Billionaires","Daryl Katz","Katz",0,56,"pharmacies","Diversified","M","Canada",2018-02-13 23:10:01,3075.591,774,774,"//specials-images.forbesimg.com/imageserve/58c313f84bbe6f0e55885af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=166&cropY2=910",NA,NA,"Chairman, Rexall Health",495,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daryl-katz","http://i.forbesimg.com/media/lists/people/daryl-katz_200x200.jpg"
"496",2014,"Billionaires","Terrence Pegula","Pegula",0,67,"natural gas","Energy","M","United States",2018-02-13 23:10:01,4348,498,498,"//specials-images.forbesimg.com/imageserve/59d7e5104bbe6f37dda0205b/416x416.jpg?background=000000&cropX1=373&cropX2=2024&cropY1=59&cropY2=1709","FL","Florida","Owner, Buffalo Sabres",496,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/terrence-pegula","http://i.forbesimg.com/media/lists/people/terrence-pegula_200x200.jpg"
"497",2014,"Billionaires","Wolfgang Reimann","Reimann",0,65,"consumer goods","Fashion & Retail","M","Germany",2018-02-13 23:10:01,4368.635,493,496,NA,NA,NA,NA,497,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/wolfgang-reimann","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"498",2014,"Billionaires","Matthias Reimann-Andersen","Reimann-Andersen",0,52,"consumer goods","Fashion & Retail","M","Germany",2018-02-13 23:10:01,4368.635,493,493,NA,NA,NA,NA,498,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/matthias-reimann-andersen","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"499",2014,"Billionaires","Stefan Reimann-Andersen","Reimann-Andersen",0,54,"consumer goods","Fashion & Retail","M","Germany",2018-02-13 23:10:01,4368.635,493,495,NA,NA,NA,NA,499,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/stefan-reimann-andersen","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"500",2014,"Billionaires","Renate Reimann-Haas","Reimann-Haas",0,66,"consumer goods","Fashion & Retail","F","Germany",2018-02-13 23:10:01,4368.635,493,494,NA,NA,NA,NA,500,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/renate-reimann-haas","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"501",2014,"Billionaires","Clayton Riddell","Riddell",-1.738,80,"oil & gas","Energy","M","Canada",2018-02-13 23:10:01,1250.072,1765,1765,"//specials-images.forbesimg.com/imageserve/589cc8ba31358e1a35ab05b6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=218&cropY2=962",NA,NA,"Chairman and CEO, Paramount Resources Ltd.",501,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/clayton-riddell","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"502",2014,"Billionaires","Renzo Rosso","Rosso",0,62,"Diesel Jeans","Fashion & Retail","M","Italy",2018-02-13 23:10:01,4110.561,536,536,NA,NA,NA,NA,502,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/renzo-rosso","http://i.forbesimg.com/media/lists/people/renzo-rosso_200x200.jpg"
"503",2014,"Billionaires","Stephan Schmidheiny","Schmidheiny",0,70,"investments","Finance and Investments","M","Switzerland",2018-02-13 23:10:01,2500,967,967,"//specials-images.forbesimg.com/imageserve/58a2932931358e1a35ab549d/416x416.jpg?background=000000&cropX1=76&cropX2=715&cropY1=95&cropY2=735",NA,NA,NA,503,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/stephan-schmidheiny","http://i.forbesimg.com/media/lists/people/stephan-schmidheiny_200x200.jpg"
"504",2014,"Billionaires","Sarik Tara","Tara",-32.623,87,"construction","Construction & Engineering","M","Turkey",2018-02-13 23:10:01,2479.796,978,978,"//specials-images.forbesimg.com/imageserve/28f7c01c2c198bc19d280c59ef9bb4df/416x416.jpg?background=000000&cropX1=125&cropX2=537&cropY1=66&cropY2=478",NA,NA,NA,504,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sarik-tara","http://i.forbesimg.com/media/lists/people/sarik-tara_200x200.jpg"
"505",2014,"Billionaires","Samuel Yin","Yin",97.17,67,"diversified","Diversified","M","Taiwan",2018-02-13 23:10:01,3799.814,587,587,"//specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820",NA,NA,NA,505,483,3300,FALSE,NA,NA,NA,"http://www.forbes.com/profile/samuel-yin","http://i.forbesimg.com/media/lists/people/samuel-yin_200x200.jpg"
"506",2014,"Billionaires","Austen Cargill, II.","Cargill",0,66,"Cargill Inc.","Food and Beverage","M","United States",2018-02-13 23:10:01,4198.303,517,517,NA,"MT","Montana",NA,506,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/austen-cargill-ii","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"507",2014,"Billionaires","James Cargill, II.","Cargill",0,68,"Cargill Inc.","Food and Beverage","M","United States",2018-02-13 23:10:01,4198.303,517,518,NA,"WI","Wisconsin",NA,507,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/james-cargill-ii","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"508",2014,"Billionaires","Desh Bandhu Gupta","Gupta",NA,80,"pharmaceuticals","Healthcare","M","India",2017-04-04 23:02:35,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/06b81e91f5272914b6e0a8abfc1d3c9c/416x416.jpg?background=000000&cropX1=114&cropX2=744&cropY1=79&cropY2=709",NA,NA,NA,508,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/desh-bandhu-gupta","http://i.forbesimg.com/media/lists/people/desh-bandhu-gupta_200x200.jpg"
"509",2014,"Billionaires","Heidi Horten","Horten",0,77,"retail","Fashion & Retail","F","Austria",2018-02-13 23:10:01,3400.996,678,678,NA,NA,NA,NA,509,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/heidi-horten","http://i.forbesimg.com/media/lists/people/heidi-horten_200x200.jpg"
"510",2014,"Billionaires","Spiro Latsis","Latsis",-31.005,71,"banking, shipping","Diversified","M","Greece",2018-02-13 23:10:01,3209.515,733,733,"//specials-images.forbesimg.com/imageserve/58a1eacb4bbe6f0e5586ab55/416x416.jpg?background=000000&cropX1=92&cropX2=744&cropY1=0&cropY2=653",NA,NA,NA,510,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/spiro-latsis","http://i.forbesimg.com/media/lists/people/spiro-latsis_200x200.jpg"
"511",2014,"Billionaires","Marianne Liebmann","Liebmann",0,64,"Cargill, Inc.","Food and Beverage","F","United States",2018-02-13 23:10:01,4198.303,517,519,NA,"MT","Montana",NA,511,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/marianne-liebmann","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"512",2014,"Billionaires","George Lindemann","Lindemann",17.242,81,"investments","Investments","M","United States",2018-02-13 23:10:01,3347.674,692,692,"http://specials-images.forbesimg.com/imageserve/67c70c6aef6863d196e8a34b8300eeaa/416x416.jpg?background=000000&cropX1=69&cropX2=705&cropY1=39&cropY2=676","FL","Florida",NA,512,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/george-lindemann","http://i.forbesimg.com/media/lists/people/george-lindemann_200x200.jpg"
"513",2014,"Billionaires","Liu Yonghao","Liu",-2.278,66,"agribusiness","Service","M","China",2018-02-13 23:10:01,4926.641,415,415,"//specials-images.forbesimg.com/imageserve/5a05f9194bbe6f37dda22a3f/416x416.jpg?background=000000&cropX1=314&cropX2=2971&cropY1=6&cropY2=2662",NA,NA,NA,513,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/liu-yonghao","http://i.forbesimg.com/media/lists/people/liu-yonghao_200x200.jpg"
"514",2014,"Billionaires","Lu Xiangyang","Lu",18.456,55,"automobiles","Automotive","M","China",2018-02-13 23:10:01,3150.169,755,755,NA,NA,NA,NA,514,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/lu-xiangyang","http://i.forbesimg.com/media/lists/people/lu-xiangyang_200x200.jpg"
"515",2014,"Billionaires","Victor Pinchuk","Pinchuk",0,57,"steel pipes, diversified","Metals & Mining","M","Ukraine",2018-02-13 23:10:01,1447.824,1592,1592,"//specials-images.forbesimg.com/imageserve/58a3b921a7ea431f3219879f/416x416.jpg?background=000000&cropX1=151&cropX2=547&cropY1=50&cropY2=446",NA,NA,NA,515,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/victor-pinchuk","http://i.forbesimg.com/media/lists/people/victor-pinchuk_200x200.jpg"
"516",2014,"Billionaires","Issad Rebrab","Rebrab",0,74,"food","Food and Beverage","M","Algeria",2018-02-13 23:10:01,4044.161,551,551,"//specials-images.forbesimg.com/imageserve/589cb1e9a7ea431f32192223/416x416.jpg?background=000000&cropX1=35&cropX2=744&cropY1=122&cropY2=831",NA,NA,NA,516,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/issad-rebrab","http://i.forbesimg.com/media/lists/people/issad-rebrab_200x200.jpg"
"517",2014,"Billionaires","Julian Robertson, Jr.","Robertson",0,86,"hedge funds","Investments","M","United States",2018-02-13 23:10:01,4130,531,531,"//specials-images.forbesimg.com/imageserve/59d7ee3131358e542c036e4e/416x416.jpg?background=000000&cropX1=108&cropX2=651&cropY1=109&cropY2=652","NY","New York",NA,517,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/julian-robertson-jr","http://i.forbesimg.com/media/lists/people/julian-robertson-jr_200x200.jpg"
"518",2014,"Billionaires","Frederick Smith","Smith",7.536,73,"FedEx","Logistics","M","United States",2018-02-13 23:10:01,5243.73,379,379,"//specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropX1=100&cropX2=717&cropY1=18&cropY2=635","TN","Tennessee","Chairman and CEO, FedEx",518,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/frederick-smith","http://i.forbesimg.com/media/lists/people/frederick-smith_200x200.jpg"
"519",2014,"Billionaires","Christoffel Wiese","Wiese",NA,76,"retailing","Fashion & Retail","M","South Africa",2017-04-04 23:01:07,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59162da3a7ea434078d3f5e9/416x416.jpg?background=000000&cropX1=1011&cropX2=1971&cropY1=57&cropY2=1018",NA,NA,NA,519,506,3200,FALSE,NA,NA,NA,"http://www.forbes.com/profile/christoffel-wiese","http://i.forbesimg.com/media/lists/people/christoffel-wiese_200x200.jpg"
"520",2014,"Billionaires","Mohammed Al Issa","Al Issa",8.852,93,"investments","Finance and Investments","M","Saudi Arabia",2018-02-13 23:10:01,2639.613,903,903,NA,NA,NA,NA,520,520,3100,FALSE,NA,NA,NA,"http://www.forbes.com/profile/mohammed-al-issa","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"521",2014,"Billionaires","Syed Mokhtar AlBukhary","Al-Bukhary",-20.948,66,"diversified","Diversified","M","Malaysia",2018-02-13 23:10:01,1902.849,1266,1266,NA,NA,NA,NA,521,520,3100,FALSE,NA,NA,NA,"http://www.forbes.com/profile/syed-mokhtar-albukhary","http://i.forbesimg.com/media/lists/people/syed-mokhtar-albukhary_200x200.jpg"
"522",2014,"Billionaires","David Azrieli","Azrieli",NA,95,"shopping malls","Real Estate","M","Canada",2014-07-10 12:29:34,NA,NA,NA,NA,NA,NA,"Chairman & Founder, Azrieli Group",523,520,3100,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-azrieli","http://i.forbesimg.com/media/lists/people/david-azrieli_200x200.jpg"
"523",2014,"Billionaires","William Conway, Jr.","Conway",-4.449,68,"private equity","Investments","M","United States",2018-02-13 23:10:01,2843.502,837,837,"//specials-images.forbesimg.com/imageserve/59dd306e31358e542c0390f3/416x416.jpg?background=000000&cropX1=518&cropX2=1748&cropY1=52&cropY2=1282","VA","Virginia","Co-Chief Executive Officer and Co-founder, Carlyle Group",523,520,3100,FALSE,NA,NA,NA,"http://www.forbes.com/profile/william-conway-jr","http://i.forbesimg.com/media/lists/people/william-conway-jr_200x200.jpg"
"524",2014,"Billionaires","Daniel D'Aniello","D'Aniello",-4.449,71,"private equity","Investments","M","United States",2018-02-13 23:10:01,2841.202,838,838,"//specials-images.forbesimg.com/imageserve/59dd30d731358e542c039102/416x416.jpg?background=000000&cropX1=522&cropX2=1590&cropY1=70&cropY2=1138","VA","Virginia",NA,524,520,3100,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniel-daniello","http://i.forbesimg.com/media/lists/people/daniel-daniello_200x200.jpg"
