"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","title.company","headquarters","state","net_worth.millions","position","rank","url.bio.forbes","url.image"
"52",2000,"Billionaires","Suh Kyung-Bae","Suh",26.086,55,"cosmetics","Fashion & Retail","M","South Korea",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5539280de4b0bacdbd748e4e/416x416.jpg?background=000000&cropX1=19&cropX2=744&cropY1=53&cropY2=778","Chairman, Amorepacific",NA,NA,7074.91,238,238,"http://www.forbes.com/profile/suh-kyung-bae","http://i.forbesimg.com/media/lists/people/suh-kyung-bae_200x200.jpg"
"53",2000,"Billionaires","Sri Prakash Lohia","Lohia",0,65,"polyester","Manufacturing","M","Indonesia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a36f03a7ea431f321982b3/416x416.jpg?background=000000&cropX1=132&cropX2=644&cropY1=98&cropY2=610",NA,NA,NA,7063.576,240,240,"http://www.forbes.com/profile/sri-prakash-lohia","http://i.forbesimg.com/media/lists/people/sri-prakash-lohia_200x200.jpg"
"54",2000,"Billionaires","Tsai Eng-Meng & family","Tsai",89.198,61,"food, beverages","Food and Beverage","M","Taiwan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a0a4eda7ea431f321958b6/416x416.jpg?background=000000&cropX1=68&cropX2=694&cropY1=85&cropY2=712",NA,NA,NA,6761.599,254,254,"http://www.forbes.com/profile/tsai-eng-meng","http://i.forbesimg.com/media/lists/people/tsai-eng-meng_200x200.jpg"
"55",2000,"Billionaires","Wee Cho Yaw","Wee",99.244,89,"banking","Finance and Investments","M","Singapore",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/596e76964bbe6f2e2a096b47/416x416.jpg?background=000000&cropX1=8&cropX2=643&cropY1=5&cropY2=640",NA,NA,NA,6697.007,261,261,"http://www.forbes.com/profile/wee-cho-yaw","http://i.forbesimg.com/media/lists/people/wee-cho-yaw_200x200.jpg"
"56",2000,"Billionaires","Suleiman Kerimov","Kerimov",68.322,51,"investments","Finance and Investments","M","Russia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a271e74bbe6f0e5586bade/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=24&cropY2=735",NA,NA,NA,6562.776,270,270,"http://www.forbes.com/profile/suleiman-kerimov","http://i.forbesimg.com/media/lists/people/suleiman-kerimov_200x200.jpg"
"57",2000,"Billionaires","Vikram Lal","Lal",0,75,"motorcycles","Automotive","M","India",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/0b7489a98478ffa10c1fd6d222657941/416x416.jpg?background=000000&cropX1=31&cropX2=744&cropY1=66&cropY2=780",NA,NA,NA,6371.707,283,283,"http://www.forbes.com/profile/vikram-lal","http://i.forbesimg.com/media/lists/people/vikram-lal_200x200.jpg"
"58",2000,"Billionaires","Wei Jianjun & family","Wei",-80.776,53,"automobiles","Automotive","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a05f5ca31358e542c05195b/416x416.jpg?background=000000&cropX1=880&cropX2=3651&cropY1=0&cropY2=2769",NA,NA,"Hebei",6300.959,287,287,"http://www.forbes.com/profile/wei-jianjun","http://i.forbesimg.com/media/lists/people/wei-jianjun_200x200.jpg"
"59",2000,"Billionaires","Yao Liangsong","Yao",0,53,"furniture","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a0b22bda7ea436b47b559f2/416x416.jpg?background=000000&cropX1=896&cropX2=2137&cropY1=260&cropY2=1501",NA,NA,"Guangdong",6235.98,292,292,"http://www.forbes.com/profile/yao-liangsong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"60",2000,"Billionaires","Vivek Chaand Sehgal","Sehgal",0,61,"auto parts","Automotive","M","Australia",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/57d8881f4bbe6f6781c4f08c/416x416.jpg?background=000000&cropX1=188&cropX2=470&cropY1=216&cropY2=498",NA,NA,NA,6081.373,297,297,"http://www.forbes.com/profile/vivek-chaand-sehgal","http://i.forbesimg.com/media/lists/people/vivek-chaand-sehgal_200x200.jpg"
"61",2000,"Billionaires","Wolfgang Marguerre","Marguerre",0,76,"pharmaceuticals","Healthcare","M","Germany",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,6067.73,298,298,"http://www.forbes.com/profile/wolfgang-marguerre","http://i.forbesimg.com/media/lists/people/wolfgang-marguerre_200x200.jpg"
"62",2000,"Billionaires","Whitney MacMillan","MacMillan",0,88,"Cargill","Food and Beverage","M","United States",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/16a0f086c025bdce59c284f3d75123e0/416x416.jpg?background=000000&cropX1=156&cropX2=588&cropY1=93&cropY2=525",NA,"MN","Minnesota",6020.205,302,302,"http://www.forbes.com/profile/whitney-macmillan","http://i.forbesimg.com/media/lists/people/whitney-macmillan_200x200.jpg"
"63",2000,"Billionaires","Teh Hong Piow","Teh",16.108,87,"banking","Finance and Investments","M","Malaysia",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,6017.599,304,304,"http://www.forbes.com/profile/teh-hong-piow","http://i.forbesimg.com/media/lists/people/teh-hong-piow_200x200.jpg"
"64",2000,"Billionaires","Zhang Jindong","Zhang",26.194,54,"appliance retailer","Fashion & Retail","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a05f7bea7ea436b47b53361/416x416.jpg?background=000000&cropX1=1033&cropX2=2323&cropY1=300&cropY2=1590",NA,NA,"Jiangsu",5835.51,315,315,"http://www.forbes.com/profile/zhang-jindong","http://i.forbesimg.com/media/lists/people/zhang-jindong_200x200.jpg"
"65",2000,"Billionaires","Zhang Bangxin","Zhang",244.751,38,"after-school tutoring","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",5829.939,318,318,"http://www.forbes.com/profile/zhang-bangxin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"66",2000,"Billionaires","Tom & Judy Love","Love",0,81,"retail & gas stations","Fashion & Retail",NA,"United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d65c8c31358e542c035e22/416x416.jpg?background=000000&cropX1=447&cropX2=2640&cropY1=319&cropY2=2512","Chairman and CEO, Love's Travel Stops and Country Stores","OK","Oklahoma",5766.889,321,321,"http://www.forbes.com/profile/tom-judy-love","http://i.forbesimg.com/media/lists/people/tom-judy-love_200x200.jpg"
"67",2000,"Billionaires","Stef Wertheimer & family","Wertheimer",0,91,"metalworking tools","Manufacturing","M","Israel",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,5750,322,322,"http://www.forbes.com/profile/stef-wertheimer","http://i.forbesimg.com/media/lists/people/stef-wertheimer_200x200.jpg"
"68",2000,"Billionaires","Steven Rales","Rales",-15.568,66,"manufacturing","Manufacturing","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/55fa1974e4b0ffa7afe4ad15/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763","Chairman, Danaher","CA","California",5691.035,329,329,"http://www.forbes.com/profile/steven-rales","http://i.forbesimg.com/media/lists/people/steven-rales_200x200.jpg"
"69",2000,"Billionaires","Yeung Kin-man","Yeung",0,53,"electronics","Manufacturing","M","Hong Kong",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741",NA,NA,NA,5640.708,336,336,"http://www.forbes.com/profile/yeung-kin-man","http://i.forbesimg.com/media/lists/people/yeung-kin-man_200x200.jpg"
"70",2000,"Billionaires","Zhang Shiping & family","Zhang",4.088,70,"aluminum products","Metals & Mining","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shandong",5638.081,337,337,"http://www.forbes.com/profile/zhang-shiping","http://i.forbesimg.com/media/lists/people/zhang-shiping_200x200.jpg"
"71",2000,"Billionaires","Shigenobu Nagamori","Nagamori",67.722,73,"motors","Manufacturing","M","Japan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58de708531358e58f079f656/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817",NA,NA,NA,5630.112,338,338,"http://www.forbes.com/profile/shigenobu-nagamori","http://i.forbesimg.com/media/lists/people/shigenobu-nagamori_200x200.jpg"
"72",2000,"Billionaires","Shari Arison","Arison",11.82,60,"Carnival Cruises","Service","F","Israel",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/3eda39cc3957e62baacfa44070afb0e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=16&cropY2=760",NA,NA,NA,5571.156,348,348,"http://www.forbes.com/profile/shari-arison","http://i.forbesimg.com/media/lists/people/shari-arison_200x200.jpg"
"73",2000,"Billionaires","Wang Chuanfu","Wang",-9.706,51,"batteries, automobiles","Automotive","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a05f8194bbe6f37dda22a1f/416x416.jpg?background=000000&cropX1=1086&cropX2=3845&cropY1=6&cropY2=2765",NA,NA,"Guangdong",5439.432,357,357,"http://www.forbes.com/profile/wang-chuanfu","http://i.forbesimg.com/media/lists/people/wang-chuanfu_200x200.jpg"
"74",2000,"Billionaires","Wolfgang Herz & family","Herz",-46.505,67,"coffee","Fashion & Retail","M","Germany",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,5389.531,362,361,"http://www.forbes.com/profile/wolfgang-herz","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"75",2000,"Billionaires","Xu Chuanhua & family","Xu",0.16,83,"chemicals, logistics","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,"Founder, Transfar Group",NA,"Zhejiang",5329.241,367,367,"http://www.forbes.com/profile/xu-chuanhua","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"76",2000,"Billionaires","Yu Yong","Yu",76.846,57,"mining","Finance and Investments","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shanghai",5196.105,383,383,"http://www.forbes.com/profile/yu-yong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"77",2000,"Billionaires","Subhash Chandra","Chandra",-0.001,67,"media","Media & Entertainment","M","India",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624",NA,NA,NA,5074.998,391,391,"http://www.forbes.com/profile/subhash-chandra","http://i.forbesimg.com/media/lists/people/subhash-chandra_200x200.jpg"
"78",2000,"Billionaires","Walther Moreira Salles Junior","Moreira Salles Junior",0,61,"banking, minerals","Finance and Investments","M","Brazil",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a0fdd531358e1a35ab3aa9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852",NA,NA,NA,5019.4,398,397,"http://www.forbes.com/profile/walther-moreira-salles-junior","http://i.forbesimg.com/media/lists/people/walther-moreira-salles-junior_200x200.jpg"
"79",2000,"Billionaires","Vichai Srivaddhanaprabha","Srivaddhanaprabha",1.618,60,"duty-free","Fashion & Retail","M","Thailand",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/592838434bbe6f1b730ac58f/416x416.jpg?background=000000&cropX1=122&cropX2=645&cropY1=0&cropY2=524",NA,NA,NA,4999.548,401,401,"http://www.forbes.com/profile/vichai-srivaddhanaprabha","http://i.forbesimg.com/media/lists/people/vichai-srivaddhanaprabha_200x200.jpg"
"80",2000,"Billionaires","Thomas Schmidheiny","Schmidheiny",-47.072,72,"cement","Construction & Engineering","M","Switzerland",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a2938731358e1a35ab54a3/416x416.jpg?background=000000&cropX1=81&cropX2=609&cropY1=211&cropY2=740",NA,NA,NA,4980.713,402,402,"http://www.forbes.com/profile/thomas-schmidheiny","http://i.forbesimg.com/media/lists/people/thomas-schmidheiny_200x200.jpg"
"81",2000,"Billionaires","Sumner Redstone","Redstone",73.195,94,"media","Media & Entertainment","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d65d5a31358e542c035e47/416x416.jpg?background=000000&cropX1=0&cropX2=2289&cropY1=77&cropY2=2365","Chairman, Viacom","CA","California",4970.075,404,404,"http://www.forbes.com/profile/sumner-redstone","http://i.forbesimg.com/media/lists/people/sumner-redstone_200x200.jpg"
"82",2000,"Billionaires","Zhou Jianping","Zhou",0,57,"fashion retail","Fashion & Retail","M","China",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/580943c3a7ea435b91b04804/416x416.jpg?background=000000&cropX1=16&cropX2=473&cropY1=119&cropY2=577",NA,NA,"Jiangsu",4928.225,414,414,"http://www.forbes.com/profile/zhou-jianping","http://i.forbesimg.com/media/lists/people/zhou-jianping_200x200.jpg"
"83",2000,"Billionaires","Ted Lerner & family","Lerner",0,92,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d7a81ea7ea436b47b3877e/416x416.jpg?background=000000&cropX1=3579&cropX2=4772&cropY1=576&cropY2=1768",NA,"MD","Maryland",4787.465,436,436,"http://www.forbes.com/profile/ted-lerner","http://i.forbesimg.com/media/lists/people/ted-lerner_200x200.jpg"
"84",2000,"Billionaires","Travis Kalanick","Kalanick",0,41,"Uber","Technology","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d657a9a7ea436b47b37bfc/416x416.jpg?background=000000&cropX1=1277&cropX2=3651&cropY1=1191&cropY2=3565","Cofounder and CEO, Uber Technologies Inc.","CA","California",4785,439,438,"http://www.forbes.com/profile/travis-kalanick","http://i.forbesimg.com/media/lists/people/travis-kalanick_200x200.jpg"
"85",2000,"Billionaires","Trevor Rees-Jones","Rees-Jones",1.239,66,"oil & gas","Energy","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d7b0a831358e542c036a26/416x416.jpg?background=000000&cropX1=604&cropX2=1623&cropY1=883&cropY2=1903",NA,"TX","Texas",4780.917,440,440,"http://www.forbes.com/profile/trevor-rees-jones","http://i.forbesimg.com/media/lists/people/trevor-rees-jones_200x200.jpg"
"86",2000,"Billionaires","Sheldon Solow","Solow",0,89,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d7c3ae31358e542c036bec/416x416.jpg?background=000000&cropX1=535&cropX2=1385&cropY1=103&cropY2=953",NA,"NY","New York",4713.1,449,449,"http://www.forbes.com/profile/sheldon-solow","http://i.forbesimg.com/media/lists/people/sheldon-solow_200x200.jpg"
"87",2000,"Billionaires","Stanley Druckenmiller","Druckenmiller",0,64,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/55fa0f3be4b0ffa7afe4accd/416x416.jpg?background=000000&cropX1=18&cropX2=739&cropY1=206&cropY2=928","Founder, Duquesne Family Office","NY","New York",4672,456,456,"http://www.forbes.com/profile/stanley-druckenmiller","http://i.forbesimg.com/media/lists/people/stanley-druckenmiller_200x200.jpg"
"88",2000,"Billionaires","Ye Chenghai & family","Ye",-37.381,74,"pharmaceuticals","Healthcare","M","Hong Kong",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Hong Kong",4601.714,462,462,"http://www.forbes.com/profile/ye-chenghai","http://i.forbesimg.com/media/lists/people/ye-chenghai_200x200.jpg"
"89",2000,"Billionaires","Sergei Popov","Popov",0.593,46,"banking","Finance and Investments","M","Russia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a398fda7ea431f32198651/416x416.jpg?background=000000&cropX1=55&cropX2=652&cropY1=44&cropY2=642",NA,NA,NA,4522.568,470,470,"http://www.forbes.com/profile/sergei-popov","http://i.forbesimg.com/media/lists/people/sergei-popov_200x200.jpg"
"90",2000,"Billionaires","Tamara Gustavson & family","Gustavson",28.049,56,"self storage","Service","F","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"CA","California",4448.134,480,480,"http://www.forbes.com/profile/tamara-gustavson","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"91",2000,"Billionaires","Theo Mueller","Mueller",0,78,"dairy","Food and Beverage","M","Germany",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a1e85231358e1a35ab44c8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=82&cropY2=826",NA,NA,NA,4439.39,481,481,"http://www.forbes.com/profile/theo-mueller","http://i.forbesimg.com/media/lists/people/theo-mueller_200x200.jpg"
"92",2000,"Billionaires","Wang Yusuo & family","Wang",269.743,53,"natural gas distribution","Energy","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589de96aa7ea431f32193304/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821",NA,NA,"Hebei",4409.033,487,487,"http://www.forbes.com/profile/wang-yusuo","http://i.forbesimg.com/media/lists/people/wang-yusuo_200x200.jpg"
"93",2000,"Billionaires","Stefan Reimann-Andersen","Reimann-Andersen",0,54,"consumer goods","Fashion & Retail","M","Germany",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,4368.635,495,493,"http://www.forbes.com/profile/stefan-reimann-andersen","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"94",2000,"Billionaires","Wolfgang Reimann","Reimann",0,65,"consumer goods","Fashion & Retail","M","Germany",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,4368.635,496,493,"http://www.forbes.com/profile/wolfgang-reimann","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"95",2000,"Billionaires","Tilman Fertitta","Fertitta",0,60,"restaurants, casinos","Food and Beverage","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59dbd838a7ea436b47b39d0f/416x416.jpg?background=000000&cropX1=2976&cropX2=4431&cropY1=848&cropY2=2303","Chairman and CEO, Landry's Inc","TX","Texas",4358.579,497,497,"http://www.forbes.com/profile/tilman-fertitta","http://i.forbesimg.com/media/lists/people/tilman-fertitta_200x200.jpg"
"96",2000,"Billionaires","Terrence Pegula","Pegula",0,66,"natural gas","Energy","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d7e5104bbe6f37dda0205b/416x416.jpg?background=000000&cropX1=373&cropX2=2024&cropY1=59&cropY2=1709","Owner, Buffalo Sabres","FL","Florida",4348,498,498,"http://www.forbes.com/profile/terrence-pegula","http://i.forbesimg.com/media/lists/people/terrence-pegula_200x200.jpg"
"97",2000,"Billionaires","Sumet Jiaravanon","Jiaravanon",55.325,83,"diversified","Diversified","M","Thailand",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,4287.497,509,509,"http://www.forbes.com/profile/sumet-jiaravanon","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"98",2000,"Billionaires","Stephen Bisciotti","Bisciotti",0,57,"staffing, Baltimore Ravens","Sports","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59d7f493a7ea436b47b38bb4/416x416.jpg?background=000000&cropX1=2237&cropX2=5184&cropY1=200&cropY2=3145","Owner, Baltimore Ravens","MD","Maryland",4205.773,516,516,"http://www.forbes.com/profile/stephen-bisciotti","http://i.forbesimg.com/media/lists/people/stephen-bisciotti_200x200.jpg"
"99",2000,"Billionaires","Walter Scott Jr & family","Scott",0.185,86,"utilities, telecom","Energy","M","United States",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/57e072e5a7ea430a8a1a07ba/416x416.jpg?background=000000&cropX1=135&cropX2=744&cropY1=37&cropY2=646","Chairman, Level 3 Communications","NE","Nebraska",4189.534,521,521,"http://www.forbes.com/profile/walter-scott-jr","http://i.forbesimg.com/media/lists/people/walter-scott-jr_200x200.jpg"
"100",2000,"Billionaires","Thomas Pritzker","Pritzker",19.627,67,"hotels, investments","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/7dd7043c48edb3bd30804e026ddab444/416x416.jpg?background=000000&cropX1=142&cropX2=743&cropY1=308&cropY2=909","Executive Chairman, Hyatt Hotels","IL","Illinois",4133.262,529,529,"http://www.forbes.com/profile/thomas-pritzker","http://i.forbesimg.com/media/lists/people/thomas-pritzker_200x200.jpg"
"101",2000,"Billionaires","Wang Xing","Wang",0,45,"e-commerce","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a0b242131358e542c053f25/416x416.jpg?background=000000&cropX1=8&cropX2=3712&cropY1=787&cropY2=4494",NA,NA,"Beijing",4112.956,535,535,"http://www.forbes.com/profile/wang-xing","http://i.forbesimg.com/media/lists/people/wang-xing_200x200.jpg"
"102",2000,"Billionaires","Yu Huijiao","Yu",16.849,51,"package delivery","Logistics","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a05f6554bbe6f37dda22a09/416x416.jpg?background=000000&cropX1=1563&cropX2=4682&cropY1=0&cropY2=3117","Founder and Chairman, Shanghai YTO Express (Logistics)",NA,"Shanghai",4094.362,539,539,"http://www.forbes.com/profile/yu-huijiao","http://i.forbesimg.com/media/lists/people/yu-huijiao_200x200.jpg"
"103",2000,"Billionaires","Sergei Galitsky","Galitsky",-11.804,50,"retail","Fashion & Retail","M","Russia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a26c824bbe6f0e5586baa6/416x416.jpg?background=000000&cropX1=174&cropX2=651&cropY1=264&cropY2=741",NA,NA,NA,4050.867,549,549,"http://www.forbes.com/profile/sergei-galitsky","http://i.forbesimg.com/media/lists/people/sergei-galitsky_200x200.jpg"
"104",2000,"Billionaires","Tse Ping","Tse",93.361,66,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589db2b34bbe6f0e55867052/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799",NA,NA,NA,4037.648,553,553,"http://www.forbes.com/profile/tse-ping","http://i.forbesimg.com/media/lists/people/tse-ping_200x200.jpg"
"105",2000,"Billionaires","Traudl Engelhorn & family","Engelhorn",0,91,"pharmaceuticals, medical equipment","Healthcare","F","Germany",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,4000,557,557,"http://www.forbes.com/profile/traudl-engelhorn","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"106",2000,"Billionaires","Yasumitsu Shigeta & family","Shigeta",-52.384,52,"mobile phone retailer","Telecom","M","Japan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/89fccd8cba4cecdd43740e7cc80b78ed/416x416.jpg?background=000000&cropX1=13&cropX2=680&cropY1=32&cropY2=699",NA,NA,NA,3990.731,559,559,"http://www.forbes.com/profile/yasumitsu-shigeta","http://i.forbesimg.com/media/lists/people/yasumitsu-shigeta_200x200.jpg"
"107",2000,"Billionaires","Suhail Bahwan","Bahwan",0,79,"diversified","Diversified","M","Oman",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58accd954bbe6f0e55873ffd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783",NA,NA,NA,3975.487,562,562,"http://www.forbes.com/profile/suhail-bahwan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"108",2000,"Billionaires","Tom Gores","Gores",-0.97,53,"private equity","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59dbd23431358e542c0380ab/416x416.jpg?background=000000&cropX1=1074&cropX2=2950&cropY1=130&cropY2=2006",NA,"CA","California",3942.21,566,566,"http://www.forbes.com/profile/tom-gores","http://i.forbesimg.com/media/lists/people/tom-gores_200x200.jpg"
"109",2000,"Billionaires","Sudhir & Samir Mehta","Mehta",0,NA,"diversified","Diversified","M","India",2018-02-13 23:10:01,NA,NA,NA,"http://specials-images.forbesimg.com/imageserve/7b39fd631b2580c9afecb4003a684628/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=97&cropY2=840",NA,NA,NA,3924.071,569,569,"http://www.forbes.com/profile/sudhir-samir-mehta","http://i.forbesimg.com/media/lists/people/sudhir-samir-mehta_200x200.jpg"
